12/31/2016 23:00 EST 44.0 23 0.00 43 9.2 240 
12/31/2016 22:00 EST 43.0 23 0.00 45 5.8 -1 
12/31/2016 21:00 EST 43.0 24 0.00 47 8.1 240 
12/31/2016 20:00 EST 43.0 24 0.00 47 4.6 -1 
12/31/2016 19:00 EST 43.0 26 0.00 51 6.9 250 
12/31/2016 18:00 EST 43.0 26 0.00 51 8.1 190 
12/31/2016 17:00 EST 43.0 25 0.00 49 9.2 210 
12/31/2016 16:00 EST 43.0 23 0.00 45 21.9 180 
12/31/2016 15:00 EST 43.0 17 0.00 35 24.2 170 
12/31/2016 14:00 EST 42.0 18 0.00 37 3.5 -1 
12/31/2016 13:00 EST 42.0 20 0.00 41 6.9 -1 
12/31/2016 12:00 EST 39.0 20 0.00 46 8.1 190 
12/31/2016 11:00 EST 37.0 19 0.00 48 6.3 190 
12/31/2016 10:00 EST 35.0 18 0.00 49 4.6 250 
12/31/2016 09:00 EST 34.0 18 0.00 51 5.8 -1 
12/31/2016 08:00 EST 32.0 16 0.00 51 6.9 250 
12/31/2016 07:00 EST 32.0 16 0.00 51 11.5 250 
12/31/2016 06:00 EST 32.0 17 0.00 54 6.9 -1 
12/31/2016 05:00 EST 32.0 18 0.00 56 8.1 250 
12/31/2016 04:00 EST 32.0 17 0.00 54 9.2 230 
12/31/2016 03:00 EST 32.0 17 0.00 54 5.8 -1 
12/31/2016 02:00 EST 33.0 17 0.00 51 9.2 270 
12/31/2016 01:00 EST 33.0 18 0.00 53 3.5 -1 
12/31/2016 00:00 EST 33.0 19 0.00 56 10.4 280 
12/30/2016 23:00 EST 34.0 19 0.00 54 9.2 280 
12/30/2016 22:00 EST 35.0 19 0.00 52 9.2 280 
12/30/2016 21:00 EST 35.0 23 0.00 61 7.5 280 
12/30/2016 20:00 EST 35.0 26 0.00 69 5.8 300 
12/30/2016 19:00 EST 35.0 26 0.00 69 12.7 280 
12/30/2016 18:00 EST 35.0 27 0.01 72 9.2 280 
12/30/2016 17:00 EST 34.0 28 0.00 79 4.6 -1 
12/30/2016 16:00 EST 40.0 19 0.00 43 11.5 290 
12/30/2016 15:00 EST 39.0 20 0.00 46 12.7 290 
12/30/2016 14:00 EST 40.0 21 0.00 46 13.8 280 
12/30/2016 13:00 EST 39.0 21 0.00 48 9.2 280 
12/30/2016 12:00 EST 39.0 20 0.00 46 12.7 280 
12/30/2016 11:00 EST 39.0 23 0.00 52 9.2 280 
12/30/2016 10:00 EST 38.0 25 0.00 59 9.2 250 
12/30/2016 09:00 EST 36.0 25 0.00 64 10.4 260 
12/30/2016 08:00 EST 35.0 25 0.00 66 3.5 -1 
12/30/2016 07:00 EST 36.0 26 0.00 67 10.4 260 
12/30/2016 06:00 EST 36.0 26 0.00 67 9.3 260 
12/30/2016 05:00 EST 36.0 25 0.00 64 8.1 270 
12/30/2016 04:00 EST 36.0 25 0.00 64 11.5 240 
12/30/2016 03:00 EST 36.0 26 0.00 67 9.2 250 
12/30/2016 02:00 EST 37.0 25 0.00 61 9.2 270 
12/30/2016 01:00 EST 37.0 26 0.00 64 4.6 -1 
12/30/2016 00:00 EST 38.0 27 0.00 64 9.2 250 
12/29/2016 23:00 EST 38.0 27 0.00 64 4.6 -1 
12/29/2016 22:00 EST 38.0 28 0.00 67 0.0 0 
12/29/2016 21:00 EST 40.0 28 0.00 62 11.5 290 
12/29/2016 20:00 EST 40.0 31 0.00 70 6.9 -1 
12/29/2016 19:00 EST 40.0 33 0.00 76 8.1 270 
12/29/2016 18:00 EST 41.0 35 0.00 79 9.2 290 
12/29/2016 17:00 EST 42.0 38 0.01 85 5.8 -1 
12/29/2016 16:00 EST 43.0 41 0.04 93 7.5 290 
12/29/2016 15:00 EST 46.0 44 0.05 93 9.2 250 
12/29/2016 14:00 EST 45.0 43 0.05 93 6.9 -1 
12/29/2016 13:00 EST 44.0 43 0.08 96 3.5 200 
12/29/2016 12:00 EST 43.0 41 0.06 93 5.8 -1 
12/29/2016 11:00 EST 43.0 40 0.05 89 8.1 200 
12/29/2016 10:00 EST 42.0 38 0.05 85 5.8 -1 
12/29/2016 09:00 EST 41.0 33 0.00 73 6.9 180 
