TIME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,day_of_week,weeekday,date,month,TEMPRETURE,DEW,PRECIPITATION,RH,WIND SPD,WIND DIR
19,0,0,0,0,0,0,0,0,1,4,1,10,11,58,21,0,24,4.6,-1
19,0,0,0,0,0,0,0,0,3,4,1,10,11,58,21,0,24,4.6,-1
1,0,0,0,0,0,0,0,0,1,4,1,10,11,56,47,0,72,4.6,-1
1,2,0,0,0,0,0,2,0,3,4,1,10,11,56,47,0,72,4.6,-1
20,0,0,0,0,0,0,0,0,2,4,1,10,11,58,21,0,24,9.2,230
20,0,0,0,0,0,0,0,0,0,4,1,10,11,58,21,0,24,9.2,230
20,0,0,0,0,0,0,0,0,0,4,1,10,11,58,21,0,24,9.2,230
20,0,0,0,0,0,0,0,0,1,4,1,10,11,58,21,0,24,9.2,230
20,2,0,0,0,0,0,2,0,1,4,1,10,11,58,21,0,24,9.2,230
20,0,0,0,0,0,0,0,0,0,4,1,10,11,58,21,0,24,9.2,230
20,0,0,0,0,0,0,0,0,2,4,1,10,11,58,21,0,24,9.2,230
20,0,0,0,0,0,0,0,0,3,4,1,10,11,58,21,0,24,9.2,230
20,0,0,0,0,0,0,0,0,2,4,1,10,11,58,21,0,24,9.2,230
20,1,0,0,0,0,0,1,0,1,4,1,10,11,58,21,0,24,9.2,230
21,0,0,0,0,0,0,0,0,0,4,1,10,11,53,46,0,77,5.8,-1
21,0,0,0,0,0,0,0,0,1,4,1,10,11,53,46,0,77,5.8,-1
21,0,0,0,0,0,0,0,0,1,4,1,10,11,53,46,0,77,5.8,-1
21,0,0,0,0,0,0,0,0,2,4,1,10,11,53,46,0,77,5.8,-1
21,1,0,0,0,1,0,0,0,1,4,1,10,11,53,46,0,77,5.8,-1
21,0,0,0,0,0,0,0,0,3,4,1,10,11,53,46,0,77,5.8,-1
22,0,0,0,0,0,0,0,0,1,4,1,10,11,53,47,0,80,0,0
22,0,0,0,0,0,0,0,0,0,4,1,10,11,53,47,0,80,0,0
23,2,0,0,0,0,0,2,0,1,4,1,10,11,54,46,0,74,5.8,180
2,1,0,0,0,0,0,1,0,3,4,1,10,11,42,31,0,64,6.9,180
2,0,0,0,0,0,0,0,0,1,4,1,10,11,42,31,0,64,6.9,180
3,1,0,0,0,0,0,1,0,3,4,1,10,11,43,34,0,70,0,0
3,0,0,0,0,0,0,0,0,1,4,1,10,11,43,34,0,70,0,0
4,0,0,0,0,0,0,0,0,1,4,1,10,11,44,35,0,70,5.8,150
5,0,0,0,0,0,0,0,0,0,4,1,10,11,43,37,0,79,5.8,140
5,0,0,0,0,0,0,0,0,1,4,1,10,11,43,37,0,79,5.8,140
5,0,0,0,0,0,0,0,0,3,4,1,10,11,43,37,0,79,5.8,140
5,0,0,0,0,0,0,0,0,2,4,1,10,11,43,37,0,79,5.8,140
6,1,0,0,0,0,0,1,0,1,4,1,10,11,44,38,0,79,5.8,-1
6,0,0,0,0,0,0,0,0,2,4,1,10,11,44,38,0,79,5.8,-1
6,0,0,0,0,0,0,0,0,0,4,1,10,11,44,38,0,79,5.8,-1
6,0,0,0,0,0,0,0,0,3,4,1,10,11,44,38,0,79,5.8,-1
7,0,0,0,0,0,0,0,0,1,4,1,10,11,45,39,0,80,6.9,-1
7,1,0,0,0,0,0,1,0,1,4,1,10,11,45,39,0,80,6.9,-1
8,0,0,0,0,0,0,0,0,0,4,1,10,11,46,41,0,82,8.1,180
8,0,0,0,0,0,0,0,0,2,4,1,10,11,46,41,0,82,8.1,180
8,0,0,0,0,0,0,0,0,1,4,1,10,11,46,41,0,82,8.1,180
8,0,0,0,0,0,0,0,0,3,4,1,10,11,46,41,0,82,8.1,180
8,0,0,0,0,0,0,0,0,0,4,1,10,11,46,41,0,82,8.1,180
8,0,0,0,0,0,0,0,0,3,4,1,10,11,46,41,0,82,8.1,180
8,0,0,0,0,0,0,0,0,1,4,1,10,11,46,41,0,82,8.1,180
8,0,0,0,0,0,0,0,0,0,4,1,10,11,46,41,0,82,8.1,180
8,0,0,0,0,0,0,0,0,1,4,1,10,11,46,41,0,82,8.1,180
8,0,0,0,0,0,0,0,0,0,4,1,10,11,46,41,0,82,8.1,180
8,0,0,0,0,0,0,0,0,1,4,1,10,11,46,41,0,82,8.1,180
8,1,0,0,0,1,0,0,0,0,4,1,10,11,46,41,0,82,8.1,180
8,0,0,0,0,0,0,0,0,1,4,1,10,11,46,41,0,82,8.1,180
8,1,0,0,0,1,0,0,0,0,4,1,10,11,46,41,0,82,8.1,180
8,0,0,0,0,0,0,0,0,1,4,1,10,11,46,41,0,82,8.1,180
8,0,0,0,0,0,0,0,0,0,4,1,10,11,46,41,0,82,8.1,180
9,0,0,0,0,0,0,0,0,0,4,1,10,11,47,43,0,86,6.9,-1
9,0,0,0,0,0,0,0,0,3,4,1,10,11,47,43,0,86,6.9,-1
9,0,0,0,0,0,0,0,0,1,4,1,10,11,47,43,0,86,6.9,-1
9,0,0,0,0,0,0,0,0,2,4,1,10,11,47,43,0,86,6.9,-1
9,0,0,0,0,0,0,0,0,1,4,1,10,11,47,43,0,86,6.9,-1
9,0,0,0,0,0,0,0,0,0,4,1,10,11,47,43,0,86,6.9,-1
9,0,0,0,0,0,0,0,0,3,4,1,10,11,47,43,0,86,6.9,-1
9,1,0,1,0,0,0,0,0,0,4,1,10,11,47,43,0,86,6.9,-1
0,0,0,0,0,0,0,0,0,0,3,1,9,11,56,47,0,72,3.5,-1
0,0,0,0,0,0,0,0,0,1,3,1,9,11,56,47,0,72,3.5,-1
0,0,0,0,0,0,0,0,0,1,3,1,9,11,56,47,0,72,3.5,-1
0,0,0,0,0,0,0,0,0,1,3,1,9,11,56,47,0,72,3.5,-1
0,1,0,1,0,0,0,0,0,0,3,1,9,11,56,47,0,72,3.5,-1
0,0,0,0,0,0,0,0,0,3,3,1,9,11,56,47,0,72,3.5,-1
0,0,0,0,0,0,0,0,0,1,3,1,9,11,56,47,0,72,3.5,-1
0,0,0,0,0,0,0,0,0,3,3,1,9,11,56,47,0,72,3.5,-1
10,0,0,0,0,0,0,0,0,1,3,1,9,11,47,45,0.03,93,0,0
10,0,0,0,0,0,0,0,0,0,3,1,9,11,47,45,0.03,93,0,0
10,0,0,0,0,0,0,0,0,1,3,1,9,11,47,45,0.03,93,0,0
10,0,0,0,0,0,0,0,0,2,3,1,9,11,47,45,0.03,93,0,0
10,0,0,0,0,0,0,0,0,3,3,1,9,11,47,45,0.03,93,0,0
11,0,0,0,0,0,0,0,0,1,3,1,9,11,47,45,0.05,93,5.8,-1
11,0,0,0,0,0,0,0,0,0,3,1,9,11,47,45,0.05,93,5.8,-1
11,0,0,0,0,0,0,0,0,0,3,1,9,11,47,45,0.05,93,5.8,-1
11,0,0,0,0,0,0,0,0,2,3,1,9,11,47,45,0.05,93,5.8,-1
11,1,0,0,0,0,0,1,0,3,3,1,9,11,47,45,0.05,93,5.8,-1
11,0,0,0,0,0,0,0,0,0,3,1,9,11,47,45,0.05,93,5.8,-1
12,0,0,0,0,0,0,0,0,1,3,1,9,11,48,46,0.02,93,8.1,160
12,0,0,0,0,0,0,0,0,0,3,1,9,11,48,46,0.02,93,8.1,160
12,0,0,0,0,0,0,0,0,3,3,1,9,11,48,46,0.02,93,8.1,160
12,1,0,1,0,0,0,0,0,0,3,1,9,11,48,46,0.02,93,8.1,160
12,2,0,0,0,0,0,2,0,1,3,1,9,11,48,46,0.02,93,8.1,160
12,0,0,0,0,0,0,0,0,3,3,1,9,11,48,46,0.02,93,8.1,160
12,0,0,0,0,0,0,0,0,1,3,1,9,11,48,46,0.02,93,8.1,160
13,0,0,0,0,0,0,0,0,3,3,1,9,11,49,46,0,90,3.5,-1
13,0,0,0,0,0,0,0,0,3,3,1,9,11,49,46,0,90,3.5,-1
13,0,0,0,0,0,0,0,0,0,3,1,9,11,49,46,0,90,3.5,-1
13,0,0,0,0,0,0,0,0,1,3,1,9,11,49,46,0,90,3.5,-1
13,0,0,0,0,0,0,0,0,0,3,1,9,11,49,46,0,90,3.5,-1
14,0,0,0,0,0,0,0,0,0,3,1,9,11,51,46,0,83,3.5,160
14,0,0,0,0,0,0,0,0,3,3,1,9,11,51,46,0,83,3.5,160
14,0,0,0,0,0,0,0,0,1,3,1,9,11,51,46,0,83,3.5,160
14,0,0,0,0,0,0,0,0,1,3,1,9,11,51,46,0,83,3.5,160
14,0,0,0,0,0,0,0,0,1,3,1,9,11,51,46,0,83,3.5,160
14,0,0,0,0,0,0,0,0,3,3,1,9,11,51,46,0,83,3.5,160
14,1,0,1,0,0,0,0,0,0,3,1,9,11,51,46,0,83,3.5,160
14,0,0,0,0,0,0,0,0,0,3,1,9,11,51,46,0,83,3.5,160
15,0,0,0,0,0,0,0,0,1,3,1,9,11,51,45,0,79,3.5,180
15,0,0,0,0,0,0,0,0,0,3,1,9,11,51,45,0,79,3.5,180
15,0,0,0,0,0,0,0,0,1,3,1,9,11,51,45,0,79,3.5,180
15,1,0,0,0,0,0,1,0,1,3,1,9,11,51,45,0,79,3.5,180
15,1,0,0,0,0,0,1,0,2,3,1,9,11,51,45,0,79,3.5,180
15,0,0,0,0,0,0,0,0,3,3,1,9,11,51,45,0,79,3.5,180
15,1,0,0,0,0,0,1,0,1,3,1,9,11,44,10,0,24,4.6,-1
15,1,0,0,0,1,0,0,0,0,3,1,9,11,44,10,0,24,4.6,-1
15,1,0,0,0,1,0,0,0,0,3,1,9,11,44,10,0,24,4.6,-1
15,0,0,0,0,0,0,0,0,0,3,1,9,11,44,10,0,24,4.6,-1
16,0,0,0,0,0,0,0,0,3,3,1,9,11,42,17,0,36,4,180
16,0,0,0,0,0,0,0,0,1,3,1,9,11,42,17,0,36,4,180
16,1,0,1,0,0,0,0,0,0,3,1,9,11,42,17,0,36,4,180
16,0,0,0,0,0,0,0,0,1,3,1,9,11,42,17,0,36,4,180
16,0,0,0,0,0,0,0,0,1,3,1,9,11,42,17,0,36,4,180
16,0,0,0,0,0,0,0,0,1,3,1,9,11,42,17,0,36,4,180
16,0,0,0,0,0,0,0,0,0,3,1,9,11,42,17,0,36,4,180
17,0,0,0,0,0,0,0,0,1,3,1,9,11,40,18,0,41,3.5,-1
17,0,0,0,0,0,0,0,0,3,3,1,9,11,40,18,0,41,3.5,-1
17,0,0,0,0,0,0,0,0,1,3,1,9,11,40,18,0,41,3.5,-1
17,0,0,0,0,0,0,0,0,0,3,1,9,11,40,18,0,41,3.5,-1
17,0,0,0,0,0,0,0,0,0,3,1,9,11,40,18,0,41,3.5,-1
17,0,0,0,0,0,0,0,0,0,3,1,9,11,40,18,0,41,3.5,-1
17,0,0,0,0,0,0,0,0,1,3,1,9,11,40,18,0,41,3.5,-1
17,0,0,0,0,0,0,0,0,1,3,1,9,11,40,18,0,41,3.5,-1
17,0,0,0,0,0,0,0,0,0,3,1,9,11,40,18,0,41,3.5,-1
17,0,0,0,0,0,0,0,0,1,3,1,9,11,40,18,0,41,3.5,-1
17,1,0,1,0,0,0,0,0,0,3,1,9,11,40,18,0,41,3.5,-1
17,1,0,1,0,0,0,0,0,0,3,1,9,11,40,18,0,41,3.5,-1
17,0,0,0,0,0,0,0,0,0,3,1,9,11,40,18,0,41,3.5,-1
17,0,0,0,0,0,0,0,0,0,3,1,9,11,40,18,0,41,3.5,-1
18,0,0,0,0,0,0,0,0,0,3,1,9,11,39,22,0,50,6.9,170
18,0,0,0,0,0,0,0,0,3,3,1,9,11,39,22,0,50,6.9,170
18,0,0,0,0,0,0,0,0,3,3,1,9,11,39,22,0,50,6.9,170
18,0,0,0,0,0,0,0,0,1,3,1,9,11,39,22,0,50,6.9,170
18,0,0,0,0,0,0,0,0,0,3,1,9,11,39,22,0,50,6.9,170
18,0,0,0,0,0,0,0,0,1,3,1,9,11,39,22,0,50,6.9,170
18,0,0,0,0,0,0,0,0,3,3,1,9,11,39,22,0,50,6.9,170
18,0,0,0,0,0,0,0,0,1,3,1,9,11,39,22,0,50,6.9,170
18,0,0,0,0,0,0,0,0,0,3,1,9,11,39,22,0,50,6.9,170
18,0,0,0,0,0,0,0,0,1,3,1,9,11,39,22,0,50,6.9,170
18,1,0,0,0,1,0,0,0,0,3,1,9,11,39,22,0,50,6.9,170
18,0,0,0,0,0,0,0,0,1,3,1,9,11,39,22,0,50,6.9,170
18,0,0,0,0,0,0,0,0,3,3,1,9,11,39,22,0,50,6.9,170
20,0,0,0,0,0,0,0,0,1,3,1,9,11,40,23,0,50,4.6,170
20,0,0,0,0,0,0,0,0,0,3,1,9,11,40,23,0,50,4.6,170
20,0,0,0,0,0,0,0,0,1,3,1,9,11,40,23,0,50,4.6,170
20,0,0,0,0,0,0,0,0,1,3,1,9,11,40,23,0,50,4.6,170
20,1,0,0,0,1,0,0,0,3,3,1,9,11,40,23,0,50,4.6,170
20,0,0,0,0,0,0,0,0,0,3,1,9,11,40,23,0,50,4.6,170
20,0,0,0,0,0,0,0,0,0,3,1,9,11,40,23,0,50,4.6,170
19,0,0,0,0,0,0,0,0,1,3,1,9,11,40,22,0,48,5.8,-1
19,0,0,0,0,0,0,0,0,3,3,1,9,11,40,22,0,48,5.8,-1
19,0,0,0,0,0,0,0,0,1,3,1,9,11,40,22,0,48,5.8,-1
19,0,0,0,0,0,0,0,0,1,3,1,9,11,40,22,0,48,5.8,-1
19,0,0,0,0,0,0,0,0,1,3,1,9,11,40,22,0,48,5.8,-1
21,0,0,0,0,0,0,0,0,0,3,1,9,11,41,22,0,46,5.8,170
21,0,0,0,0,0,0,0,0,1,3,1,9,11,41,22,0,46,5.8,170
21,0,0,0,0,0,0,0,0,1,3,1,9,11,41,22,0,46,5.8,170
21,0,0,0,0,0,0,0,0,3,3,1,9,11,41,22,0,46,5.8,170
21,0,0,0,0,0,0,0,0,1,3,1,9,11,41,22,0,46,5.8,170
21,1,0,0,0,1,0,0,0,1,3,1,9,11,41,22,0,46,5.8,170
22,1,0,0,0,1,0,0,0,0,3,1,9,11,42,22,0,44,4.6,150
22,3,0,0,0,0,0,3,0,1,3,1,9,11,42,22,0,44,4.6,150
23,0,0,0,0,0,0,0,0,1,3,1,9,11,42,23,0,46,4.6,180
23,0,0,0,0,0,0,0,0,3,3,1,9,11,42,23,0,46,4.6,180
23,0,0,0,0,0,0,0,0,0,3,1,9,11,42,23,0,46,4.6,180
2,0,0,0,0,0,0,0,0,1,3,1,9,11,28,-1,0,28,0,0
4,1,0,0,0,0,0,1,0,3,3,1,9,11,27,2,0,33,3.5,30
5,0,0,0,0,0,0,0,0,1,3,1,9,11,27,5,0,38,3.5,-1
6,0,0,0,0,0,0,0,0,1,3,1,9,11,26,5,0,40,3.5,30
6,1,0,1,0,0,0,0,0,0,3,1,9,11,26,5,0,40,3.5,30
6,0,0,0,0,0,0,0,0,2,3,1,9,11,26,5,0,40,3.5,30
6,0,0,0,0,0,0,0,0,2,3,1,9,11,26,5,0,40,3.5,30
6,0,0,0,0,0,0,0,0,2,3,1,9,11,26,5,0,40,3.5,30
6,0,0,0,0,0,0,0,0,0,3,1,9,11,26,5,0,40,3.5,30
6,0,0,0,0,0,0,0,0,1,3,1,9,11,26,5,0,40,3.5,30
6,1,0,1,0,0,0,0,0,0,3,1,9,11,26,5,0,40,3.5,30
6,0,0,0,0,0,0,0,0,3,3,1,9,11,26,5,0,40,3.5,30
6,0,0,0,0,0,0,0,0,0,3,1,9,11,26,5,0,40,3.5,30
8,0,0,0,0,0,0,0,0,3,3,1,9,11,28,7,0,40,0,0
8,0,0,0,0,0,0,0,0,1,3,1,9,11,28,7,0,40,0,0
8,1,0,1,0,0,0,0,0,0,3,1,9,11,28,7,0,40,0,0
8,0,0,0,0,0,0,0,0,1,3,1,9,11,28,7,0,40,0,0
8,1,0,0,0,0,0,1,0,0,3,1,9,11,28,7,0,40,0,0
8,0,0,0,0,0,0,0,0,1,3,1,9,11,28,7,0,40,0,0
8,0,0,0,0,0,0,0,0,0,3,1,9,11,28,7,0,40,0,0
8,0,0,0,0,0,0,0,0,2,3,1,9,11,28,7,0,40,0,0
8,0,0,0,0,0,0,0,0,0,3,1,9,11,28,7,0,40,0,0
8,1,0,0,0,0,0,1,0,3,3,1,9,11,28,7,0,40,0,0
8,0,0,0,0,0,0,0,0,3,3,1,9,11,28,7,0,40,0,0
8,1,0,0,0,0,0,1,0,1,3,1,9,11,28,7,0,40,0,0
8,1,0,0,0,0,0,1,0,1,3,1,9,11,28,7,0,40,0,0
8,1,0,0,0,0,0,1,0,1,3,1,9,11,28,7,0,40,0,0
8,1,0,1,0,0,0,0,0,0,3,1,9,11,28,7,0,40,0,0
7,0,0,0,0,0,0,0,0,3,3,1,9,11,26,4,0,38,0,0
7,2,0,0,0,0,0,2,0,1,3,1,9,11,26,4,0,38,0,0
7,0,0,0,0,0,0,0,0,2,3,1,9,11,26,4,0,38,0,0
7,0,0,0,0,0,0,0,0,3,3,1,9,11,26,4,0,38,0,0
7,0,0,0,0,0,0,0,0,1,3,1,9,11,26,4,0,38,0,0
7,0,0,0,0,0,0,0,0,2,3,1,9,11,26,4,0,38,0,0
7,0,0,0,0,0,0,0,0,0,3,1,9,11,26,4,0,38,0,0
7,0,0,0,0,0,0,0,0,3,3,1,9,11,26,4,0,38,0,0
7,1,0,0,0,0,0,1,0,3,3,1,9,11,26,4,0,38,0,0
7,0,0,0,0,0,0,0,0,0,3,1,9,11,26,4,0,38,0,0
9,0,0,0,0,0,0,0,0,2,3,1,9,11,32,6,0,33,0,0
9,0,0,0,0,0,0,0,0,1,3,1,9,11,32,6,0,33,0,0
9,0,0,0,0,0,0,0,0,1,3,1,9,11,32,6,0,33,0,0
9,0,0,0,0,0,0,0,0,0,3,1,9,11,32,6,0,33,0,0
9,0,0,0,0,0,0,0,0,1,3,1,9,11,32,6,0,33,0,0
9,0,0,0,0,0,0,0,0,1,3,1,9,11,32,6,0,33,0,0
9,0,0,0,0,0,0,0,0,3,3,1,9,11,32,6,0,33,0,0
9,0,0,0,0,0,0,0,0,3,3,1,9,11,32,6,0,33,0,0
9,1,0,0,0,0,0,1,0,1,3,1,9,11,32,6,0,33,0,0
0,1,0,0,0,0,0,1,0,1,2,1,8,11,42,25,0,50,3.5,-1
0,0,0,0,0,0,0,0,0,1,2,1,8,11,42,25,0,50,3.5,-1
0,0,0,0,0,0,0,0,0,2,2,1,8,11,42,25,0,50,3.5,-1
10,1,0,0,0,0,0,1,0,1,2,1,8,11,33,7,0,33,3.5,-1
10,0,0,0,0,0,0,0,0,0,2,1,8,11,33,7,0,33,3.5,-1
10,0,0,0,0,0,0,0,0,1,2,1,8,11,33,7,0,33,3.5,-1
10,0,0,0,0,0,0,0,0,0,2,1,8,11,33,7,0,33,3.5,-1
10,0,0,0,0,0,0,0,0,0,2,1,8,11,33,7,0,33,3.5,-1
10,1,0,1,0,0,0,0,0,0,2,1,8,11,33,7,0,33,3.5,-1
10,0,0,0,0,0,0,0,0,0,2,1,8,11,33,7,0,33,3.5,-1
10,1,0,1,0,0,0,0,0,0,2,1,8,11,33,7,0,33,3.5,-1
10,0,0,0,0,0,0,0,0,3,2,1,8,11,33,7,0,33,3.5,-1
10,0,0,0,0,0,0,0,0,1,2,1,8,11,33,7,0,33,3.5,-1
10,2,0,0,0,0,0,2,0,1,2,1,8,11,33,7,0,33,3.5,-1
11,0,0,0,0,0,0,0,0,3,2,1,8,11,37,8,0,29,0,0
11,1,0,0,0,0,0,1,0,2,2,1,8,11,37,8,0,29,0,0
11,0,0,0,0,0,0,0,0,0,2,1,8,11,25,-1,2 0.0,0 1,8 17,.3 320
11,0,0,0,0,0,0,0,0,3,2,1,8,11,25,-1,2 0.0,0 1,8 17,.3 320
12,0,0,0,0,0,0,0,0,3,2,1,8,11,29,-1,2 0.0,0 1,6 17,.3 330
12,0,0,0,0,0,0,0,0,2,2,1,8,11,29,-1,2 0.0,0 1,6 17,.3 330
12,0,0,0,0,0,0,0,0,1,2,1,8,11,29,-1,2 0.0,0 1,6 17,.3 330
12,0,0,0,0,0,0,0,0,3,2,1,8,11,29,-1,2 0.0,0 1,6 17,.3 330
12,0,0,0,0,0,0,0,0,1,2,1,8,11,29,-1,2 0.0,0 1,6 17,.3 330
12,0,0,0,0,0,0,0,0,3,2,1,8,11,29,-1,2 0.0,0 1,6 17,.3 330
12,0,0,0,0,0,0,0,0,0,2,1,8,11,29,-1,2 0.0,0 1,6 17,.3 330
12,0,0,0,0,0,0,0,0,0,2,1,8,11,29,-1,2 0.0,0 1,6 17,.3 330
13,0,0,0,0,0,0,0,0,3,2,1,8,11,32,-1,3 0.0,0 1,3 6.,1-Sep
13,0,0,0,0,0,0,0,0,1,2,1,8,11,32,-1,3 0.0,0 1,3 6.,1-Sep
13,0,0,0,0,0,0,0,0,3,2,1,8,11,32,-1,3 0.0,0 1,3 6.,1-Sep
13,0,0,0,0,0,0,0,0,1,2,1,8,11,32,-1,3 0.0,0 1,3 6.,1-Sep
13,0,0,0,0,0,0,0,0,3,2,1,8,11,32,-1,3 0.0,0 1,3 6.,1-Sep
13,0,0,0,0,0,0,0,0,0,2,1,8,11,32,-1,3 0.0,0 1,3 6.,1-Sep
14,0,0,0,0,0,0,0,0,1,2,1,8,11,33,-1,4 0.0,0 1,2 0.,0 0
14,0,0,0,0,0,0,0,0,1,2,1,8,11,33,-1,4 0.0,0 1,2 0.,0 0
14,0,0,0,0,0,0,0,0,2,2,1,8,11,33,-1,4 0.0,0 1,2 0.,0 0
14,0,0,0,0,0,0,0,0,0,2,1,8,11,33,-1,4 0.0,0 1,2 0.,0 0
14,1,0,0,0,0,0,1,0,1,2,1,8,11,33,-1,4 0.0,0 1,2 0.,0 0
14,0,0,0,0,0,0,0,0,2,2,1,8,11,33,-1,4 0.0,0 1,2 0.,0 0
14,0,0,0,0,0,0,0,0,0,2,1,8,11,33,-1,4 0.0,0 1,2 0.,0 0
14,0,0,0,0,0,0,0,0,3,2,1,8,11,33,-1,4 0.0,0 1,2 0.,0 0
14,0,0,0,0,0,0,0,0,3,2,1,8,11,33,-1,4 0.0,0 1,2 0.,0 0
15,0,0,0,0,0,0,0,0,1,2,1,8,11,35,-8,0,15,3.5,-1
15,1,0,0,0,0,0,1,0,3,2,1,8,11,35,-8,0,15,3.5,-1
15,1,0,0,0,0,0,1,0,0,2,1,8,11,35,-8,0,15,3.5,-1
15,0,0,0,0,0,0,0,0,0,2,1,8,11,35,-8,0,15,3.5,-1
15,0,0,0,0,0,0,0,0,2,2,1,8,11,35,-8,0,15,3.5,-1
15,0,0,0,0,0,0,0,0,3,2,1,8,11,35,-8,0,15,3.5,-1
15,0,0,0,0,0,0,0,0,0,2,1,8,11,35,-8,0,15,3.5,-1
15,0,0,0,0,0,0,0,0,3,2,1,8,11,35,-8,0,15,3.5,-1
15,0,0,0,0,0,0,0,0,2,2,1,8,11,35,-8,0,15,3.5,-1
15,1,0,0,0,0,0,1,0,0,2,1,8,11,35,-8,0,15,3.5,-1
15,0,0,0,0,0,0,0,0,1,2,1,8,11,35,-8,0,15,3.5,-1
15,0,0,0,0,0,0,0,0,2,2,1,8,11,35,-8,0,15,3.5,-1
16,0,0,0,0,0,0,0,0,1,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
16,0,0,0,0,0,0,0,0,0,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
16,0,0,0,0,0,0,0,0,2,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
16,0,0,0,0,0,0,0,0,1,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
16,0,0,0,0,0,0,0,0,1,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
16,0,0,0,0,0,0,0,0,3,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
16,0,0,0,0,0,0,0,0,1,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
16,0,0,0,0,0,0,0,0,3,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
16,0,0,0,0,0,0,0,0,1,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
16,0,0,0,0,0,0,0,0,2,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
16,0,0,0,0,0,0,0,0,3,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
16,0,0,0,0,0,0,0,0,1,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
16,1,0,0,0,1,0,0,0,0,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
16,0,0,0,0,0,0,0,0,2,2,1,8,11,36,-1,0 0.0,0 1,3 4.,1-Jun
17,0,0,0,0,0,0,0,0,2,2,1,8,11,36,-5,0,17,8.1,50
17,0,0,0,0,0,0,0,0,1,2,1,8,11,36,-5,0,17,8.1,50
17,0,0,0,0,0,0,0,0,1,2,1,8,11,36,-5,0,17,8.1,50
17,0,0,0,0,0,0,0,0,3,2,1,8,11,36,-5,0,17,8.1,50
17,0,0,0,0,0,0,0,0,0,2,1,8,11,36,-5,0,17,8.1,50
17,1,0,0,0,0,0,1,0,1,2,1,8,11,36,-5,0,17,8.1,50
17,0,0,0,0,0,0,0,0,1,2,1,8,11,36,-5,0,17,8.1,50
17,0,0,0,0,0,0,0,0,1,2,1,8,11,36,-5,0,17,8.1,50
18,0,0,0,0,0,0,0,0,0,2,1,8,11,33,-3,0,21,6.9,60
18,0,0,0,0,0,0,0,0,2,2,1,8,11,33,-3,0,21,6.9,60
18,0,0,0,0,0,0,0,0,0,2,1,8,11,33,-3,0,21,6.9,60
18,0,0,0,0,0,0,0,0,2,2,1,8,11,33,-3,0,21,6.9,60
18,1,0,1,0,0,0,0,0,0,2,1,8,11,33,-3,0,21,6.9,60
18,0,0,0,0,0,0,0,0,1,2,1,8,11,33,-3,0,21,6.9,60
18,0,0,0,0,0,0,0,0,1,2,1,8,11,33,-3,0,21,6.9,60
18,0,0,0,0,0,0,0,0,3,2,1,8,11,33,-3,0,21,6.9,60
18,1,0,1,0,0,0,0,0,0,2,1,8,11,33,-3,0,21,6.9,60
18,1,0,1,0,0,0,0,0,0,2,1,8,11,33,-3,0,21,6.9,60
18,0,0,0,0,0,0,0,0,2,2,1,8,11,33,-3,0,21,6.9,60
18,0,0,0,0,0,0,0,0,1,2,1,8,11,33,-3,0,21,6.9,60
18,0,0,0,0,0,0,0,0,3,2,1,8,11,33,-3,0,21,6.9,60
18,0,0,0,0,0,0,0,0,3,2,1,8,11,33,-3,0,21,6.9,60
18,1,0,0,0,0,0,1,0,1,2,1,8,11,33,-3,0,21,6.9,60
18,1,0,1,0,0,0,0,0,0,2,1,8,11,33,-3,0,21,6.9,60
19,0,0,0,0,0,0,0,0,1,2,1,8,11,32,-3,0,22,3.5,40
19,1,0,1,0,0,0,0,0,0,2,1,8,11,32,-3,0,22,3.5,40
19,0,0,0,0,0,0,0,0,2,2,1,8,11,32,-3,0,22,3.5,40
19,0,0,0,0,0,0,0,0,2,2,1,8,11,32,-3,0,22,3.5,40
19,0,0,0,0,0,0,0,0,1,2,1,8,11,32,-3,0,22,3.5,40
19,1,0,0,0,0,0,1,0,1,1,1,7,11,32,-3,0,22,3.5,40
1,0,0,0,0,0,0,0,0,1,2,1,8,11,16,-7,0,35,3.5,-1
20,0,0,0,0,0,0,0,0,0,2,1,8,11,32,-2,0,22,5.8,-1
20,0,0,0,0,0,0,0,0,1,2,1,8,11,32,-2,0,22,5.8,-1
