TIME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,day_of_week,weeekday,date,month,TEMPRETURE,DEW,PRECIPITATION,RH,WIND SPD,WIND DIR
16,0,0,0,0,0,0,0,0,1,0,1,14,11,44,16,0,32,3.5,-1
16,0,0,0,0,0,0,0,0,1,0,1,14,11,44,16,0,32,3.5,-1
16,0,0,0,0,0,0,0,0,1,0,1,14,11,44,16,0,32,3.5,-1
17,0,0,0,0,0,0,0,0,2,1,1,15,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,0,1,1,15,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,3,1,1,15,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,1,1,1,15,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,3,1,1,15,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,1,1,1,15,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,0,1,1,15,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,0,1,1,15,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,1,1,1,15,11,44,16,0,32,0,0
17,1,0,0,0,0,0,1,0,2,1,1,15,11,44,16,0,32,0,0
17,2,0,0,0,0,0,2,0,1,1,1,15,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,1,0,1,14,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,0,0,1,14,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,1,0,1,14,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,0,0,1,14,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,3,0,1,14,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,3,0,1,14,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,1,0,1,14,11,44,16,0,32,0,0
17,1,0,0,0,0,0,1,0,1,0,1,14,11,44,16,0,32,0,0
17,1,0,0,0,0,0,1,0,1,0,1,14,11,44,16,0,32,0,0
17,0,0,0,0,0,0,0,0,3,0,1,14,11,44,16,0,32,0,0
18,0,0,0,0,0,0,0,0,2,1,1,15,11,43,16,0,33,4.6,280
18,0,0,0,0,0,0,0,0,3,1,1,15,11,43,16,0,33,4.6,280
18,0,0,0,0,0,0,0,0,3,1,1,15,11,43,16,0,33,4.6,280
18,0,0,0,0,0,0,0,0,1,1,1,15,11,43,16,0,33,4.6,280
18,0,0,0,0,0,0,0,0,3,1,1,15,11,43,16,0,33,4.6,280
18,0,0,0,0,0,0,0,0,1,1,1,15,11,43,16,0,33,4.6,280
18,0,0,0,0,0,0,0,0,1,1,1,15,11,43,16,0,33,4.6,280
18,0,0,0,0,0,0,0,0,3,1,1,15,11,43,16,0,33,4.6,280
18,1,0,0,0,0,0,2,0,1,1,1,15,11,43,16,0,33,4.6,280
18,0,0,0,0,0,0,0,0,3,1,1,15,11,43,16,0,33,4.6,280
18,0,0,0,0,0,0,0,0,1,0,1,14,11,43,16,0,33,4.6,280
19,0,0,0,0,0,0,0,0,0,1,1,15,11,42,16,0,34,0,0
19,0,0,0,0,0,0,0,0,0,1,1,15,11,42,16,0,34,0,0
19,0,0,0,0,0,0,0,0,3,1,1,15,11,42,16,0,34,0,0
19,0,0,0,0,0,0,0,0,1,1,1,15,11,42,16,0,34,0,0
19,0,0,0,0,0,0,0,0,3,1,1,15,11,42,16,0,34,0,0
19,0,0,0,0,0,0,0,0,1,1,1,15,11,42,16,0,34,0,0
19,1,0,1,0,0,0,0,0,0,1,1,15,11,42,16,0,34,0,0
19,1,0,0,0,0,0,1,0,1,1,1,15,11,42,16,0,34,0,0
1,0,0,0,0,0,0,0,0,0,1,1,15,11,34,18,.5 0.,0,53 2,.3 10
20,0,0,0,0,0,0,0,0,1,1,1,15,11,40,16,0,37,3.5,20
20,0,0,0,0,0,0,0,0,0,1,1,15,11,40,16,0,37,3.5,20
20,0,0,0,0,0,0,0,0,1,1,1,15,11,40,16,0,37,3.5,20
20,0,0,0,0,0,0,0,0,3,1,1,15,11,40,16,0,37,3.5,20
20,1,0,0,0,0,0,1,0,1,1,1,15,11,40,16,0,37,3.5,20
20,1,0,1,0,0,0,0,0,0,1,1,15,11,40,16,0,37,3.5,20
21,0,0,0,0,0,0,0,0,1,1,1,15,11,40,19,0,43,4.6,270
23,0,0,0,0,0,0,0,0,1,1,1,15,11,39,22,0,50,0,0
23,1,0,0,0,0,0,1,0,1,1,1,15,11,39,22,0,50,0,0
2,0,0,0,0,0,0,0,0,2,1,1,15,11,34,16,0,47,4.6,60
3,0,0,0,0,0,0,0,0,0,1,1,15,11,34,7,0,32,5.8,40
5,0,0,0,0,0,0,0,0,1,1,1,15,11,32,4,0,30,3.5,30
5,1,0,1,0,0,0,0,0,0,1,1,15,11,32,4,0,30,3.5,30
5,1,0,0,0,0,0,1,0,1,1,1,15,11,32,4,0,30,3.5,30
6,0,0,0,0,0,0,0,0,0,1,1,15,11,33,8,0,34,3.5,30
6,0,0,0,0,0,0,0,0,2,1,1,15,11,33,8,0,34,3.5,30
6,0,0,0,0,0,0,0,0,1,1,1,15,11,33,8,0,34,3.5,30
6,1,0,1,0,0,0,0,0,0,1,1,15,11,33,8,0,34,3.5,30
6,1,0,1,0,0,0,0,0,0,1,1,15,11,33,8,0,34,3.5,30
6,1,0,1,0,0,0,0,0,0,1,1,15,11,33,8,0,34,3.5,30
6,0,0,0,0,0,0,0,0,1,1,1,15,11,33,8,0,34,3.5,30
18,0,0,0,0,0,0,0,0,2,0,1,14,11,38,16,0,40,3.5,-1
18,0,0,0,0,0,0,0,0,2,0,1,14,11,38,16,0,40,3.5,-1
18,0,0,0,0,0,0,0,0,3,0,1,14,11,38,16,0,40,3.5,-1
18,0,0,0,0,0,0,0,0,0,0,1,14,11,38,16,0,40,3.5,-1
18,0,0,0,0,0,0,0,0,2,0,1,14,11,38,16,0,40,3.5,-1
18,0,0,0,0,0,0,0,0,3,0,1,14,11,38,16,0,40,3.5,-1
18,0,0,0,0,0,0,0,0,0,0,1,14,11,38,16,0,40,3.5,-1
18,0,0,0,0,0,0,0,0,3,0,1,14,11,38,16,0,40,3.5,-1
18,1,0,1,0,0,0,0,0,0,0,1,14,11,38,16,0,40,3.5,-1
18,1,0,0,0,0,0,1,0,1,0,1,14,11,38,16,0,40,3.5,-1
18,2,0,0,0,0,0,2,0,1,0,1,14,11,38,16,0,40,3.5,-1
18,0,0,0,0,0,0,0,0,0,6,0,13,11,38,16,0,40,3.5,-1
18,0,0,0,0,0,0,0,0,0,6,0,13,11,38,16,0,40,3.5,-1
18,1,0,0,0,0,0,1,0,1,6,0,13,11,38,16,0,40,3.5,-1
18,1,0,0,0,1,0,0,0,1,6,0,13,11,38,16,0,40,3.5,-1
18,2,0,0,0,0,0,2,0,1,6,0,13,11,38,16,0,40,3.5,-1
19,0,0,0,0,0,0,0,0,0,0,1,14,11,37,17,0,44,0,0
19,0,0,0,0,0,0,0,0,0,0,1,14,11,37,17,0,44,0,0
19,0,0,0,0,0,0,0,0,0,0,1,14,11,37,17,0,44,0,0
19,1,0,0,0,0,0,1,0,0,0,1,14,11,37,17,0,44,0,0
19,0,0,0,0,0,0,0,0,0,6,0,13,11,37,17,0,44,0,0
19,0,0,0,0,0,0,0,0,2,6,0,13,11,37,17,0,44,0,0
19,4,0,0,0,0,0,4,0,0,6,0,13,11,37,17,0,44,0,0
5,0,0,0,0,0,0,0,0,1,0,1,14,11,30,13,0,48,4.6,-1
1,1,0,1,0,0,0,0,0,0,0,1,14,11,32,15,0,49,8.1,360
1,0,0,0,0,0,0,0,0,3,6,0,13,11,32,15,0,49,8.1,360
1,0,0,0,0,0,0,0,0,2,6,0,13,11,32,15,0,49,8.1,360
1,0,0,0,0,0,0,0,0,2,6,0,13,11,32,15,0,49,8.1,360
1,0,0,0,0,0,0,0,0,1,6,0,13,11,32,15,0,49,8.1,360
1,0,0,0,0,0,0,0,0,0,6,0,13,11,32,15,0,49,8.1,360
20,0,0,0,0,0,0,0,0,2,0,1,14,11,36,17,0,46,0,0
20,0,0,0,0,0,0,0,0,1,0,1,14,11,36,17,0,46,0,0
20,0,0,0,0,0,0,0,0,3,0,1,14,11,36,17,0,46,0,0
20,0,0,0,0,0,0,0,0,0,0,1,14,11,36,17,0,46,0,0
20,0,0,0,0,0,0,0,0,1,0,1,14,11,36,17,0,46,0,0
20,0,0,0,0,0,0,0,0,2,0,1,14,11,36,17,0,46,0,0
20,1,0,0,0,0,0,1,0,1,0,1,14,11,36,17,0,46,0,0
20,1,0,2,0,0,0,0,0,0,0,1,14,11,36,17,0,46,0,0
20,1,0,0,0,0,0,1,0,1,0,1,14,11,36,17,0,46,0,0
20,0,0,0,0,0,0,0,0,1,6,0,13,11,36,17,0,46,0,0
20,0,0,0,0,0,0,0,0,1,6,0,13,11,36,17,0,46,0,0
20,0,0,0,0,0,0,0,0,0,6,0,13,11,36,17,0,46,0,0
20,0,0,0,0,0,0,0,0,2,6,0,13,11,36,17,0,46,0,0
20,0,0,0,0,0,0,0,0,0,6,0,13,11,36,17,0,46,0,0
20,0,0,0,0,0,0,0,0,1,6,0,13,11,36,17,0,46,0,0
21,0,0,0,0,0,0,0,0,0,0,1,14,11,35,21,0,56,5.8,-1
21,3,0,0,0,0,0,3,0,0,0,1,14,11,35,21,0,56,5.8,-1
22,0,0,0,0,0,0,0,0,1,0,1,14,11,36,20,0,52,0,0
23,0,0,0,0,0,0,0,0,0,0,1,14,11,35,21,0,56,0,0
23,0,0,0,0,0,0,0,0,1,0,1,14,11,35,21,0,56,0,0
6,0,0,0,0,0,0,0,0,1,0,1,14,11,29,13,0,51,4.6,-1
6,0,0,0,0,0,0,0,0,1,0,1,14,11,29,13,0,51,4.6,-1
6,0,0,0,0,0,0,0,0,1,0,1,14,11,29,13,0,51,4.6,-1
6,1,0,0,0,0,0,1,0,1,0,1,14,11,29,13,0,51,4.6,-1
7,0,0,0,0,0,0,0,0,3,0,1,14,11,28,13,0,52,4.6,-1
7,0,0,0,0,0,0,0,0,3,0,1,14,11,28,13,0,52,4.6,-1
7,0,0,0,0,0,0,0,0,1,0,1,14,11,28,13,0,52,4.6,-1
7,0,0,0,0,0,0,0,0,0,0,1,14,11,28,13,0,52,4.6,-1
7,0,0,0,0,0,0,0,0,1,0,1,14,11,28,13,0,52,4.6,-1
7,0,0,0,0,0,0,0,0,1,0,1,14,11,28,13,0,52,4.6,-1
8,0,0,0,0,0,0,0,0,3,0,1,14,11,29,12,0,49,4.6,-1
8,0,0,0,0,0,0,0,0,0,0,1,14,11,29,12,0,49,4.6,-1
8,0,0,0,0,0,0,0,0,3,0,1,14,11,29,12,0,49,4.6,-1
8,0,0,0,0,0,0,0,0,0,0,1,14,11,29,12,0,49,4.6,-1
8,0,0,0,0,0,0,0,0,1,0,1,14,11,29,12,0,49,4.6,-1
8,0,0,0,0,0,0,0,0,0,0,1,14,11,29,12,0,49,4.6,-1
8,0,0,0,0,0,0,0,0,1,0,1,14,11,29,12,0,49,4.6,-1
9,0,0,0,0,0,0,0,0,1,0,1,14,11,30,9,0,41,9.2,10
9,0,0,0,0,0,0,0,0,2,0,1,14,11,30,9,0,41,9.2,10
9,0,0,0,0,0,0,0,0,1,0,1,14,11,30,9,0,41,9.2,10
9,0,0,0,0,0,0,0,0,1,0,1,14,11,30,9,0,41,9.2,10
9,0,0,0,0,0,0,0,0,2,0,1,14,11,30,9,0,41,9.2,10
9,0,0,0,0,0,0,0,0,0,0,1,14,11,30,9,0,41,9.2,10
9,0,0,0,0,0,0,0,0,1,0,1,14,11,30,9,0,41,9.2,10
9,0,0,0,0,0,0,0,0,1,0,1,14,11,30,9,0,41,9.2,10
9,0,0,0,0,0,0,0,0,1,0,1,14,11,30,9,0,41,9.2,10
9,0,0,0,0,0,0,0,0,3,0,1,14,11,30,9,0,41,9.2,10
9,1,0,0,0,0,0,1,0,1,0,1,14,11,30,9,0,41,9.2,10
9,1,0,1,0,0,0,0,0,0,0,1,14,11,30,9,0,41,9.2,10
0,0,0,0,0,0,0,0,0,1,6,0,13,11,34,21,0,59,0,0
0,0,0,0,0,0,0,0,0,0,6,0,13,11,34,21,0,59,0,0
0,0,0,0,0,0,0,0,0,2,6,0,13,11,34,21,0,59,0,0
0,0,0,0,0,0,0,0,0,1,6,0,13,11,34,21,0,59,0,0
0,0,0,0,0,0,0,0,0,3,6,0,13,11,34,21,0,59,0,0
0,0,0,0,0,0,0,0,0,3,6,0,13,11,34,21,0,59,0,0
0,0,0,0,0,0,0,0,0,0,6,0,13,11,34,21,0,59,0,0
0,0,0,0,0,0,0,0,0,1,6,0,13,11,34,21,0,59,0,0
0,1,0,0,0,0,0,1,0,3,6,0,13,11,34,21,0,59,0,0
0,1,0,0,0,0,0,1,0,0,6,0,13,11,34,21,0,59,0,0
0,2,0,0,0,0,0,2,0,1,6,0,13,11,34,21,0,59,0,0
10,0,0,0,0,0,0,0,0,0,6,0,13,11,32,10,0,39,8.1,60
10,1,0,0,0,0,0,1,0,0,6,0,13,11,32,10,0,39,8.1,60
11,0,0,0,0,0,0,0,0,3,6,0,13,11,35,10,0,35,4.6,-1
11,0,0,0,0,0,0,0,0,1,6,0,13,11,35,10,0,35,4.6,-1
11,0,0,0,0,0,0,0,0,2,6,0,13,11,35,10,0,35,4.6,-1
11,0,0,0,0,0,0,0,0,1,6,0,13,11,35,10,0,35,4.6,-1
11,0,0,0,0,0,0,0,0,1,6,0,13,11,35,10,0,35,4.6,-1
11,1,0,1,0,0,0,0,0,0,6,0,13,11,35,10,0,35,4.6,-1
12,1,0,0,0,0,0,1,0,1,6,0,13,11,37,11,0,33,6.9,-1
12,0,0,0,0,0,0,0,0,2,6,0,13,11,37,11,0,33,6.9,-1
12,1,0,0,0,0,0,1,0,0,6,0,13,11,37,11,0,33,6.9,-1
13,0,0,0,0,0,0,0,0,2,6,0,13,11,36,10,0,34,0,0
13,0,0,0,0,0,0,0,0,0,6,0,13,11,36,10,0,34,0,0
13,1,0,1,0,0,0,0,0,0,6,0,13,11,36,10,0,34,0,0
13,1,0,0,0,0,0,1,0,0,6,0,13,11,36,10,0,34,0,0
14,0,0,0,0,0,0,0,0,0,6,0,13,11,38,10,0,31,5.8,260
14,0,0,0,0,0,0,0,0,3,6,0,13,11,38,10,0,31,5.8,260
14,0,0,0,0,0,0,0,0,1,6,0,13,11,38,10,0,31,5.8,260
14,3,0,0,0,0,0,3,0,1,6,0,13,11,38,10,0,31,5.8,260
15,0,0,0,0,0,0,0,0,1,6,0,13,11,38,8,0,28,0,0
15,0,0,0,0,0,0,0,0,1,6,0,13,11,38,8,0,28,0,0
15,0,0,0,0,0,0,0,0,0,6,0,13,11,38,8,0,28,0,0
15,0,0,0,0,0,0,0,0,3,6,0,13,11,38,8,0,28,0,0
15,4,0,0,0,0,0,4,0,0,6,0,13,11,38,8,0,28,0,0
16,0,0,0,0,0,0,0,0,2,6,0,13,11,40,6,0,24,6.9,50
16,0,0,0,0,0,0,0,0,1,6,0,13,11,40,6,0,24,6.9,50
16,1,0,0,0,0,0,1,0,1,6,0,13,11,40,6,0,24,6.9,50
16,1,0,1,0,0,0,0,0,0,6,0,13,11,40,6,0,24,6.9,50
16,1,0,1,0,0,0,0,0,0,6,0,13,11,40,6,0,24,6.9,50
16,0,0,0,0,0,0,0,0,3,6,0,13,11,40,6,0,24,6.9,50
17,0,0,0,0,0,0,0,0,1,6,0,13,11,39,7,0,26,3.5,-1
17,0,0,0,0,0,0,0,0,2,6,0,13,11,39,7,0,26,3.5,-1
17,1,0,0,0,1,0,0,0,0,6,0,13,11,39,7,0,26,3.5,-1
17,1,0,0,0,0,0,1,0,1,6,0,13,11,39,7,0,26,3.5,-1
17,2,0,0,0,0,0,2,0,1,6,0,13,11,39,7,0,26,3.5,-1
17,2,0,0,0,0,0,2,0,1,6,0,13,11,39,7,0,26,3.5,-1
20,0,0,0,0,0,0,0,0,3,6,0,13,11,36,16,0,44,9.2,20
20,0,0,0,0,0,0,0,0,1,6,0,13,11,36,16,0,44,9.2,20
20,0,0,0,0,0,0,0,0,1,5,0,12,11,36,16,0,44,9.2,20
20,1,0,1,0,0,0,0,0,0,5,0,12,11,36,16,0,44,9.2,20
21,0,0,0,0,0,0,0,0,1,6,0,13,11,35,17,0,47,6.9,-1
21,0,0,0,0,0,0,0,0,1,6,0,13,11,35,17,0,47,6.9,-1
21,0,0,0,0,0,0,0,0,1,6,0,13,11,35,17,0,47,6.9,-1
21,0,0,0,0,0,0,0,0,1,6,0,13,11,35,17,0,47,6.9,-1
21,0,0,0,0,0,0,0,0,1,5,0,12,11,35,17,0,47,6.9,-1
21,0,0,0,0,0,0,0,0,0,5,0,12,11,35,17,0,47,6.9,-1
21,0,0,0,0,0,0,0,0,3,5,0,12,11,35,17,0,47,6.9,-1
22,0,0,0,0,0,0,0,0,0,6,0,13,11,34,15,0,45,10,4 20
22,0,0,0,0,0,0,0,0,1,5,0,12,11,34,15,0,45,10,4 20
22,0,0,0,0,0,0,0,0,0,5,0,12,11,34,15,0,45,10,4 20
2,1,0,0,0,0,0,1,0,1,6,0,13,11,32,25,0,75,0,0
2,1,0,0,0,0,0,1,0,3,5,0,12,11,32,25,0,75,0,0
2,0,0,0,0,0,0,0,0,0,5,0,12,11,32,25,0,75,0,0
2,0,0,0,0,0,0,0,0,3,5,0,12,11,32,25,0,75,0,0
2,0,0,0,0,0,0,0,0,1,5,0,12,11,32,25,0,75,0,0
2,2,0,0,0,0,0,2,0,1,5,0,12,11,32,25,0,75,0,0
3,0,0,0,0,0,0,0,0,1,6,0,13,11,31,26,0.01,82,4.6,10
3,0,0,0,0,0,0,0,0,1,6,0,13,11,31,26,0.01,82,4.6,10
3,0,0,0,0,0,0,0,0,3,5,0,12,11,31,26,0.01,82,4.6,10
3,0,0,0,0,0,0,0,0,1,5,0,12,11,31,26,0.01,82,4.6,10
4,0,0,0,0,0,0,0,0,3,6,0,13,11,31,26,0.02,82,9.2,70
4,1,0,0,0,0,0,1,0,3,5,0,12,11,31,26,0.02,82,9.2,70
4,2,0,0,0,0,0,2,0,1,5,0,12,11,31,26,0.02,82,9.2,70
5,0,0,0,0,0,0,0,0,3,6,0,13,11,30,25,0.03,81,6.9,-1
5,0,0,0,0,0,0,0,0,1,5,0,12,11,30,25,0.03,81,6.9,-1
5,1,0,0,0,0,0,1,0,3,5,0,12,11,30,25,0.03,81,6.9,-1
5,1,0,0,0,0,0,1,0,1,5,0,12,11,30,25,0.03,81,6.9,-1
7,0,0,0,0,0,0,0,0,2,6,0,13,11,30,24,0,78,9.2,50
8,0,0,0,0,0,0,0,0,1,6,0,13,11,31,25,0,78,6.9,70
8,0,0,0,0,0,0,0,0,1,6,0,13,11,31,25,0,78,6.9,70
8,0,0,0,0,0,0,0,0,1,5,0,12,11,31,25,0,78,6.9,70
8,1,0,0,0,0,0,1,0,1,5,0,12,11,31,25,0,78,6.9,70
8,1,0,1,0,0,0,0,0,2,5,0,12,11,31,25,0,78,6.9,70
9,0,0,0,0,0,0,0,0,1,6,0,13,11,30,25,0.02,81,12,7 70
9,0,0,0,0,0,0,0,0,3,5,0,12,11,30,25,0.02,81,12,7 70
9,3,0,0,0,0,0,3,0,0,5,0,12,11,30,25,0.02,81,12,7 70
9,3,0,0,0,0,0,3,0,1,5,0,12,11,30,25,0.02,81,12,7 70
9,0,0,0,0,0,0,0,0,1,5,0,12,11,30,25,0.02,81,12,7 70
0,0,0,0,0,0,0,0,0,1,5,0,12,11,33,15,0,47,8.1,350
0,0,0,0,0,0,0,0,0,1,4,1,11,11,33,15,0,47,8.1,350
0,1,0,0,0,0,0,1,0,0,4,1,11,11,33,15,0,47,8.1,350
10,0,0,0,0,0,0,0,0,0,5,0,12,11,30,25,0.01,81,12,7 50
10,0,0,0,0,0,0,0,0,1,5,0,12,11,30,25,0.01,81,12,7 50
10,0,0,0,0,0,0,0,0,3,5,0,12,11,30,25,0.01,81,12,7 50
10,0,0,0,0,0,0,0,0,0,5,0,12,11,30,25,0.01,81,12,7 50
10,0,0,0,0,0,0,0,0,0,4,1,11,11,30,25,0.01,81,12,7 50
11,0,0,0,0,0,0,0,0,1,5,0,12,11,30,25,0.01,81,11,5 40
11,0,0,0,0,0,0,0,0,1,5,0,12,11,30,25,0.01,81,11,5 40
11,1,0,1,0,0,0,0,0,0,5,0,12,11,30,25,0.01,81,11,5 40
11,0,0,0,0,0,0,0,0,0,4,1,11,11,30,25,0.01,81,11,5 40
11,0,0,0,0,0,0,0,0,0,4,1,11,11,30,25,0.01,81,11,5 40
11,0,0,0,0,0,0,0,0,1,4,1,11,11,30,25,0.01,81,11,5 40
11,0,0,0,0,0,0,0,0,1,4,1,11,11,30,25,0.01,81,11,5 40
11,0,0,0,0,0,0,0,0,3,4,1,11,11,30,25,0.01,81,11,5 40
11,0,0,0,0,0,0,0,0,1,4,1,11,11,30,25,0.01,81,11,5 40
11,0,0,0,0,0,0,0,0,3,4,1,11,11,30,25,0.01,81,11,5 40
11,0,0,0,0,0,0,0,0,3,4,1,11,11,30,25,0.01,81,11,5 40
11,0,0,0,0,0,0,0,0,1,4,1,11,11,30,25,0.01,81,11,5 40
11,1,0,0,0,0,0,1,0,1,4,1,11,11,30,25,0.01,81,11,5 40
11,0,0,0,0,0,0,0,0,1,4,1,11,11,30,25,0.01,81,11,5 40
12,0,0,0,0,0,0,0,0,1,5,0,12,11,32,25,0,75,10,4 50
12,0,0,0,0,0,0,0,0,3,5,0,12,11,32,25,0,75,10,4 50
12,0,0,0,0,0,0,0,0,1,5,0,12,11,32,25,0,75,10,4 50
12,0,0,0,0,0,0,0,0,0,5,0,12,11,32,25,0,75,10,4 50
12,0,0,0,0,0,0,0,0,1,4,1,11,11,32,25,0,75,10,4 50
12,0,0,0,0,0,0,0,0,1,4,1,11,11,32,25,0,75,10,4 50
12,0,0,0,0,0,0,0,0,1,4,1,11,11,32,25,0,75,10,4 50
13,0,0,0,0,0,0,0,0,1,5,0,12,11,34,24,0,67,11,5 50
13,0,0,0,0,0,0,0,0,0,5,0,12,11,34,24,0,67,11,5 50
13,0,0,0,0,0,0,0,0,1,5,0,12,11,34,24,0,67,11,5 50
13,0,0,0,0,0,0,0,0,0,5,0,12,11,34,24,0,67,11,5 50
13,0,0,0,0,0,0,0,0,1,5,0,12,11,34,24,0,67,11,5 50
13,0,0,0,0,0,0,0,0,1,5,0,12,11,34,24,0,67,11,5 50
13,2,0,0,0,0,0,2,0,1,5,0,12,11,34,24,0,67,11,5 50
14,0,0,0,0,0,0,0,0,1,5,0,12,11,35,23,0,61,8.1,20
14,0,0,0,0,0,0,0,0,2,5,0,12,11,35,23,0,61,8.1,20
14,0,0,0,0,0,0,0,0,3,5,0,12,11,35,23,0,61,8.1,20
14,0,0,0,0,0,0,0,0,3,5,0,12,11,35,23,0,61,8.1,20
14,0,0,0,0,0,0,0,0,3,5,0,12,11,35,23,0,61,8.1,20
14,0,0,0,0,0,0,0,0,3,5,0,12,11,35,23,0,61,8.1,20
14,1,0,0,0,1,0,0,0,2,5,0,12,11,35,23,0,61,8.1,20
14,0,0,0,0,0,0,0,0,1,5,0,12,11,35,23,0,61,8.1,20
15,0,0,0,0,0,0,0,0,1,5,0,12,11,37,21,0,52,10,4 40
15,0,0,0,0,0,0,0,0,0,5,0,12,11,37,21,0,52,10,4 40
15,0,0,0,0,0,0,0,0,0,5,0,12,11,37,21,0,52,10,4 40
15,0,0,0,0,0,0,0,0,1,5,0,12,11,37,21,0,52,10,4 40
15,0,0,0,0,0,0,0,0,0,5,0,12,11,37,21,0,52,10,4 40
15,0,0,0,0,0,0,0,0,3,5,0,12,11,37,21,0,52,10,4 40
15,0,0,0,0,0,0,0,0,2,5,0,12,11,37,21,0,52,10,4 40
15,0,0,0,0,0,0,0,0,3,5,0,12,11,37,21,0,52,10,4 40
15,1,0,0,0,0,0,1,0,1,5,0,12,11,37,21,0,52,10,4 40
16,0,0,0,0,0,0,0,0,1,5,0,12,11,39,21,0,48,10,4 20
16,0,0,0,0,0,0,0,0,1,5,0,12,11,39,21,0,48,10,4 20
16,0,0,0,0,0,0,0,0,1,5,0,12,11,39,21,0,48,10,4 20
16,0,0,0,0,0,0,0,0,3,5,0,12,11,39,21,0,48,10,4 20
16,0,0,0,0,0,0,0,0,0,5,0,12,11,39,21,0,48,10,4 20
16,0,0,0,0,0,0,0,0,3,5,0,12,11,39,21,0,48,10,4 20
16,0,0,0,0,0,0,0,0,1,5,0,12,11,39,21,0,48,10,4 20
17,0,0,0,0,0,0,0,0,1,5,0,12,11,39,19,0,44,11,5 40
17,0,0,0,0,0,0,0,0,3,5,0,12,11,39,19,0,44,11,5 40
17,1,0,0,0,0,0,1,0,0,5,0,12,11,39,19,0,44,11,5 40
17,1,0,0,0,0,0,1,0,1,5,0,12,11,39,19,0,44,11,5 40
17,2,0,0,0,0,0,2,0,1,5,0,12,11,39,19,0,44,11,5 40
18,0,0,0,0,0,0,0,0,2,5,0,12,11,38,18,0,44,10,4 360
18,0,0,0,0,0,0,0,0,3,5,0,12,11,38,18,0,44,10,4 360
19,0,0,0,0,0,0,0,0,2,5,0,12,11,37,17,0,44,8.1,10
19,0,0,0,0,0,0,0,0,3,5,0,12,11,37,17,0,44,8.1,10
19,1,0,0,0,0,0,1,0,3,5,0,12,11,37,17,0,44,8.1,10
23,0,0,0,0,0,0,0,0,0,5,0,12,11,34,14,0,43,9.2,20
23,0,0,0,0,0,0,0,0,0,5,0,12,11,34,14,0,43,9.2,20
23,0,0,0,0,0,0,0,0,0,5,0,12,11,34,14,0,43,9.2,20
6,0,0,0,0,0,0,0,0,1,5,0,12,11,30,25,0.01,81,12,7 60
6,0,0,0,0,0,0,0,0,1,5,0,12,11,30,25,0.01,81,12,7 60
12,2,0,0,0,0,0,2,0,1,4,1,11,11,32,4,0,30,5.8,250
12,2,0,0,0,0,0,2,0,1,4,1,11,11,32,4,0,30,5.8,250
12,0,0,0,0,0,0,0,0,3,3,1,10,11,32,4,0,30,5.8,250
12,0,0,0,0,0,0,0,0,0,3,1,10,11,32,4,0,30,5.8,250
12,0,0,0,0,0,0,0,0,1,3,1,10,11,32,4,0,30,5.8,250
12,3,0,0,0,0,0,3,0,0,3,1,10,11,32,4,0,30,5.8,250
13,3,0,0,0,0,0,3,0,1,4,1,11,11,34,3,0,26,3.5,350
13,0,0,0,0,0,0,0,0,0,4,1,11,11,34,3,0,26,3.5,350
13,0,0,0,0,0,0,0,0,0,4,1,11,11,34,3,0,26,3.5,350
13,0,0,0,0,0,0,0,0,0,4,1,11,11,34,3,0,26,3.5,350
13,0,0,0,0,0,0,0,0,2,4,1,11,11,34,3,0,26,3.5,350
13,0,0,0,0,0,0,0,0,3,4,1,11,11,34,3,0,26,3.5,350
13,0,0,0,0,0,0,0,0,0,4,1,11,11,34,3,0,26,3.5,350
13,0,0,0,0,0,0,0,0,1,4,1,11,11,34,3,0,26,3.5,350
13,1,0,0,0,1,0,0,0,0,4,1,11,11,34,3,0,26,3.5,350
13,1,0,1,0,0,0,0,0,0,4,1,11,11,34,3,0,26,3.5,350
13,1,0,0,0,1,0,0,0,0,4,1,11,11,34,3,0,26,3.5,350
13,0,0,0,0,0,0,0,0,2,3,1,10,11,34,3,0,26,3.5,350
13,0,0,0,0,0,0,0,0,1,3,1,10,11,34,3,0,26,3.5,350
13,0,0,0,0,0,0,0,0,0,3,1,10,11,34,3,0,26,3.5,350
